Semester Description,Program Start Date,Program Tuition Fee,Program Title,Primary Contact City
Summer 2023,2023-06-10,360.0,Finding Your Voice with Justin Mullady | Saturdays 9 am - 12 pm | 6/10-7/15 | Summer 2023,East Northport
Spring 2023,2023-04-29,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 4/29 | Spring 2023,East Northport
Spring 2023,2023-04-29,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 4/29 | Spring 2023,Northport
Summer 2023,2023-07-11,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 7/11-7/25 | Summer 2023,Plainview
Summer 2023,2023-07-11,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 7/11-7/25 | Summer 2023,Middle Island
Summer 2023,2023-07-08,292.0,Atelier Drawing and Painting with Bill Graf | Saturdays 10 am - 1 pm | 7/8-7/29 | Summer 2023,West Babylon
Spring 2023,2023-05-02,144.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 5/2-5/16 | Spring 2023,Greenlawn
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 1: July 10-21,Northport
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,Northport
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 1: July 10-21,Northport
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,Northport
Spring 2023,2023-04-29,280.0,Art of the Forest: Painting Trees Workshop with Shain Bard | Sat 10 am - 1 pm | 4/29-5/20 | Spring 2023,
Spring 2023,2023-05-02,144.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 5/2-5/16 | Spring 2023,Brentwood
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,Huntington Station
Summer 2023,2023-06-06,225.0,Beginner Silversmithing with Marla Mencher | Tuesday 9:30-12:30 | 6/6-6/20 | Summer 2023,West Babylon
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,East Northport
Summer 2023,2023-06-10,155.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:45pm | 6/10-7/15 | Summer 2023,Dix Hills
Summer 2023,2023-06-06,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 6/6-6/20 | Summer 2023,Northport
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,Dix Hills
Summer 2023,2023-05-26,292.0,Metalsmithing All Levels with Dana Neger Lagos | Friday 9:30am-1:30pm | 5/26-6/9 | Summer 2023,Medford
Summer 2023,2023-06-06,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Tuesdays 6-9pm | 6/6-7/11 | Summer 2023,Massapequa
Summer 2023,2023-06-06,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Tuesdays 6-9pm | 6/6-7/11 | Summer 2023,North Bellmore
Spring 2023,2023-05-19,150.0,Mixed Media & Independent Study with Carole Jay | Fridays 12-3pm | 5/19-5/26 | Spring 2023,EAST NORTHPORT
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session 2: July 24 - August 4,SMITHTOWN
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,SMITHTOWN
Summer 2023,2023-07-11,225.0,Beginner Silversmithing with Marla Mencher | Tuesday 9:30-12:30 | 7/11-7/25 | Summer 2023,Syosset
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,Middle Island
Spring 2023,2023-05-02,452.0,Printmaking Sampler with Stephanie Navon Jacobson | Tues 9:30-1:30 | 5/2-5/30 | Spring 2023,Northport
Spring 2023,2023-05-19,150.0,Mixed Media & Independent Study with Carole Jay | Fridays 12-3pm | 5/19-5/26 | Spring 2023,Dix Hills
Summer 2023,2023-07-11,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 7/11-7/25 | Summer 2023,Dix Hills
Summer 2023,2023-07-11,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 7/11-7/25 | Summer 2023,Dix Hills
Spring 2023,2023-04-18,448.0,Beginners & Beyond - Ceramics with Amy Tischler | Tuesdays 6-9pm | 4/18-5/23 | Spring 2023,Syosset
Summer 2023,2023-07-12,160.0,Raku Firing Workshop with Justin Mullady | Wednesday 7/12 8:30 am - 5:00 pm | Summer 2023,Huntington
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,Manorville
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,Massapequa Park
Summer 2023,2023-06-01,345.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 6/1-6/29 | Summer 2023,Rockaway Park
Summer 2023,2023-06-06,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 6/6-6/20 | Summer 2023,Huntington
Summer 2023,2023-06-06,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 6/6-6/20 | Summer 2023,Huntington
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,Plainview
Spring 2023,2023-05-13,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/13 | Spring 2023,East Northport
Spring 2023,2023-05-13,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/13 | Spring 2023,Northport
Spring 2023,2023-05-06,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/6 | Spring 2023,Northport
Spring 2023,2023-05-06,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/6 | Spring 2023,East Northport
Summer 2023,2023-07-12,160.0,Raku Firing Workshop with Justin Mullady | Wednesday 7/12 8:30 am - 5:00 pm | Summer 2023,East Northport
Summer 2023,2023-06-10,360.0,Finding Your Voice with Justin Mullady | Saturdays 9 am - 12 pm | 6/10-7/15 | Summer 2023,NY
Summer 2023,2023-07-13,225.0,Alternative Jewelry Making Workshop with Ross Barbera | Thursdays 2-5 pm | 7/13-7/27 | Summer 2023,RONKONKOMA
SAA 2023,2023-07-25,1100.0,Summer Pre-College Portfolio Development Program | Session 2: 7/25-8/4,West Islip
Summer 2023,2023-05-26,292.0,Metalsmithing All Levels with Dana Neger Lagos | Friday 9:30am-1:30pm | 5/26-6/9 | Summer 2023,Huntington
Summer 2023,2023-07-12,160.0,Raku Firing Workshop with Justin Mullady | Wednesday 7/12 8:30 am - 5:00 pm | Summer 2023,Mount Sinai
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session 1: July 10-21,Dix Hills
Summer 2023,2023-06-09,448.0,Finding Your Voice with Justin Mullady | Fridays 9 am - 12 pm | 6/9-7/14 | Summer 2023,Huntington
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,Syosset
Spring 2023,2023-05-27,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/27 | Spring 2023,Syosset
Spring 2023,2023-05-13,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/13 | Spring 2023,Syosset
Summer 2023,2023-07-12,160.0,Raku Firing Workshop with Justin Mullady | Wednesday 7/12 8:30 am - 5:00 pm | Summer 2023,COLD SPRING HARBOR
Summer 2023,2023-06-06,360.0,Handbuilding with Katie Rocks | Tuesdays 10am-1pm | 6/6-7/11 | Summer 2023,COLD SPRING HARBOR
Summer 2023,2023-07-18,448.0,Handbuilding with Katie Rocks | Tuesdays 10am-1pm | 7/18-8/22 | Summer 2023,COLD SPRING HARBOR
Spring 2023,2023-05-06,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/6 | Spring 2023,Syosset
Summer 2023,2023-06-13,280.0,Printmaking Sampler with Stephanie Navon Jacobson | Tues 9:30-1:30 | 6/13-6/27 | Summer 2023,Huntington
Summer 2023,2023-08-15,280.0,Manga and Anime in Ink with Zach Schrage | Ages 13-18 | 8/15-8/18 | 10 am - 1 pm | Summer 2023,Kings park
SAA 2023,2023-07-11,1100.0,Summer Pre-College Portfolio Development Program | Session 1: 7/11-7/21,Sayville
Summer 2023,2023-06-06,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Tuesdays 6-9pm | 6/6-7/11 | Summer 2023,East Northport
Summer 2023,2023-07-21,448.0,Finding Your Voice with Justin Mullady | Fridays 9 am - 12 pm | 7/21-8/25 | Summer 2023,Long Beach
Summer 2023,2023-07-13,225.0,Alternative Jewelry Making Workshop with Ross Barbera | Thursdays 2-5 pm | 7/13-7/27 | Summer 2023,Deer Park
Summer 2023,2023-07-21,448.0,Finding Your Voice with Justin Mullady | Fridays 9 am - 12 pm | 7/21-8/25 | Summer 2023,Bethpage
Summer 2023,2023-07-13,225.0,Alternative Jewelry Making Workshop with Ross Barbera | Thursdays 2-5 pm | 7/13-7/27 | Summer 2023,East Setauket
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,Centerport
Spring 2023,2023-05-19,150.0,Mixed Media & Independent Study with Carole Jay | Fridays 12-3pm | 5/19-5/26 | Spring 2023,Huntington Station
Summer 2023,2023-06-06,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 2-4 PM | 6/6-7/11 | Summer 2023,Huntington Station
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 1: July 10-21,Dix Hills
Summer 2023,2023-07-22,155.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:45pm | 7/22-8/26 | Summer 2023,Dix Hills
SAA 2023,2023-07-17,566.0,Summer Art Adventure | Young Artists Ages 8 -10 | Session 2: “Fruity Critters” - July 17-21,Kings Park
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,Centerport
Summer 2023,2023-07-11,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 7/11-7/25 | Summer 2023,Amityville
Summer 2023,2023-08-01,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 8/1-8/15 | Summer 2023,Amityville
Summer 2023,2023-06-06,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 2-4 PM | 6/6-7/11 | Summer 2023,Amityville
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,Mount Sinai
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 1: July 10-21,East Northport
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,East Northport
SAA 2023,2023-08-07,566.0,Summer Art Adventure | Young Artists Ages 8-10 | Session 5: “Bubblefactory” - August 7-11,Dix Hills
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,Dix Hills
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,Bay Shore
Summer 2023,2023-06-06,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 6/6-6/20 | Summer 2023,Babylon
Summer 2023,2023-06-27,95.0,Negative Watercolor Workshop with Lorraine Rimmelin | Tuesday 6/27  9:30 am - 12:30 pm | Summer 2023,Huntington
Summer 2023,2023-07-08,144.0,Color Theory in Watercolor Workshop with Lorraine Rimmelin | Saturday 7/8 10am - 2pm | Summer 2023,Huntington
Summer 2023,2023-08-22,95.0,Painting Watercolor Flowers Workshop with Lorraine Rimmelin | Tuesday 8/22  9:30 am - 12:30 pm | Summer 2023,Huntington
Summer 2023,2023-06-08,280.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 7-9pm | 6/8-7/13 | Summer 2023,Dix Hills
Summer 2023,2023-06-08,280.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 7-9pm | 6/8-7/13 | Summer 2023,Dix Hills
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,Dix Hills
SAA 2023,2023-07-25,1100.0,Summer Pre-College Portfolio Development Program | Session 2: 7/25-8/4,Dix Hills
Summer 2023,2023-07-12,360.0,Beginner Silversmithing with Marla Mencher | Wednesday 10 am - 3 pm | 7/12-7/26 | Summer 2023,East Northport
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,Glen Head
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,DIX HILLS
Summer 2023,2023-06-08,448.0,All Levels Ceramics with Amy Tischler | Thursdays 9:30 am - 12:30 pm | 6/8-7/13 | Summer 2023,Northport
Summer 2023,2023-06-08,430.0,Abstract Painting: Acrylics - with Kevin Larkin | 6/8-7/13 | Summer 2023,Nesconset
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session 1: July 10-21,Dixhills
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,Roslyn
Summer 2023,2023-06-01,345.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 6/1-6/29 | Summer 2023,South Huntington
Summer 2023,2023-06-06,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 6/6-6/20 | Summer 2023,Huntington
Summer 2023,2023-07-12,160.0,Raku Firing Workshop with Justin Mullady | Wednesday 7/12 8:30 am - 5:00 pm | Summer 2023,PALM BEACH GARDENS
Summer 2023,2023-07-12,360.0,Beginner Silversmithing with Marla Mencher | Wednesday 10 am - 3 pm | 7/12-7/26 | Summer 2023,Huntington
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,Commack
Summer 2023,2023-06-08,448.0,Handbuilding - Plan to Technique with Laura Peters | Thursdays 1-4PM | 6/8-7/13 | Summer 2023,Halesite
Summer 2023,2023-05-26,292.0,Metalsmithing All Levels with Dana Neger Lagos | Friday 9:30am-1:30pm | 5/26-6/9 | Summer 2023,Brookhaven
Spring 2023,2023-05-13,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/13 | Spring 2023,Melville
Summer 2023,2023-06-10,360.0,Finding Your Voice with Justin Mullady | Saturdays 9 am - 12 pm | 6/10-7/15 | Summer 2023,West Babylon
SAA 2023,2023-07-10,566.0,Summer Art Adventure | Young Artists Ages 8-10 | Session 1: “Boardwalk Impressions” - July 10-14,Dix Hills
Spring 2023,2023-05-13,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/13 | Spring 2023,Dix Hills
Summer 2023,2023-07-08,292.0,Atelier Drawing and Painting with Bill Graf | Saturdays 10 am - 1 pm | 7/8-7/29 | Summer 2023,Miller place
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,Huntington
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,Huntington
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,Huntington
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,SCHENECTADY
Spring 2023,2023-05-20,0.0,LGBTQIA+ Words with Liv Cocozza |  5/20 | 1pm-3pm | Spring 2023,North Babylon
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,Huntington Station
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,Huntington Station
Summer 2023,2023-06-06,305.0,Portfolio Development for Teens with Margaret Minardi | Tues 4:00-6:30pm | 6/6-7/11 | Summer 2023,Wantagh
Summer 2023,2023-07-18,210.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 7/18-8/22 | Summer 2023,Melville
Summer 2023,2023-07-18,210.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 7/18-8/22 | Summer 2023,Melville
Summer 2023,2023-07-18,210.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 7/18-8/22 | Summer 2023,Melville
Spring 2023,2023-05-11,185.0,Portfolio Development I for Teens - with Stephanie Folk | Thurs 6:00-8:00pm | 5/11-6/1 | Spring 2023,huntington station
Summer 2023,2023-07-13,225.0,Alternative Jewelry Making Workshop with Ross Barbera | Thursdays 2-5 pm | 7/13-7/27 | Summer 2023,Manhasset
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session 1: July 10-21,East Northport
SAA 2023,2023-07-10,566.0,Summer Art Adventure | Young Artists Ages 6-7 | Session 1: “Boardwalk Impressions” - July 10-14,Dix hills
SAA 2023,2023-07-10,566.0,Summer Art Adventure | Young Artists Ages 6-7 | Session 1: “Boardwalk Impressions” - July 10-14,Dix hills
Summer 2023,2023-06-09,448.0,Finding Your Voice with Justin Mullady | Fridays 9 am - 12 pm | 6/9-7/14 | Summer 2023,Huntington
Summer 2023,2023-06-06,360.0,Handbuilding with Katie Rocks | Tuesdays 10am-1pm | 6/6-7/11 | Summer 2023,Stony Brook
Summer 2023,2023-07-22,360.0,Finding Your Voice with Justin Mullady | Saturdays 9 am - 12 pm | 7/22-8/26 | Summer 2023,Huntington Station
Summer 2023,2023-07-11,225.0,Beginner Silversmithing with Marla Mencher | Tuesday 9:30-12:30 | 7/11-7/25 | Summer 2023,Babylon
Summer 2023,2023-07-12,360.0,Beginner Silversmithing with Marla Mencher | Wednesday 10 am - 3 pm | 7/12-7/26 | Summer 2023,Ronkonkoma
Summer 2023,2023-06-06,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 2-4 PM | 6/6-7/11 | Summer 2023,Glen Head
Summer 2023,2023-06-06,175.0,Open Studio Long Poses with Donna Harlow Moraff | Tues 1-4pm | 6/6-7/11 | Summer 2023,Centerport
Summer 2023,2023-08-08,225.0,Beginner Silversmithing with Marla Mencher | Tuesday 9:30-12:30 | 8/8-8/22 | Summer 2023,Massapequa
Summer 2023,2023-06-06,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 2-4 PM | 6/6-7/11 | Summer 2023,Melville
Summer 2023,2023-07-11,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 7/11-7/25 | Summer 2023,Melville
Summer 2023,2023-07-18,245.0,Intro to Wax Carving Workshop with Jen Salta | Tuesdays 6-9 pm | 7/18-8/8 | Summer 2023,Port Jefferson
Summer 2023,2023-06-06,175.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 6/6-7/11 | Summer 2023,Deer Park
Summer 2023,2023-06-01,345.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 6/1-6/29 | Summer 2023,Plainview
Summer 2023,2023-06-09,430.0,The World of Watercolor with Ross Barbera | Fri 10 am - 1 pm | 6/9-7/14 | Summer 2023,Huntington
Summer 2023,2023-06-06,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Tuesdays 6-9pm | 6/6-7/11 | Summer 2023,huntington station
Summer 2023,2023-06-27,95.0,Negative Watercolor Workshop with Lorraine Rimmelin | Tuesday 6/27  9:30 am - 12:30 pm | Summer 2023,Huntington
Summer 2023,2023-08-22,95.0,Painting Watercolor Flowers Workshop with Lorraine Rimmelin | Tuesday 8/22  9:30 am - 12:30 pm | Summer 2023,Huntington
Spring 2023,2023-05-19,150.0,Mixed Media & Independent Study with Carole Jay | Fridays 12-3pm | 5/19-5/26 | Spring 2023,Huntington Station
Spring 2023,2023-06-10,0.0,Queer Art with Liv Cocozza |  6/10 | 1pm-3pm | Spring 2023,Kings Park
Spring 2023,2023-06-10,0.0,Queer Art with Liv Cocozza |  6/10 | 1pm-3pm | Spring 2023,Kings Park
Summer 2023,2023-06-06,237.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 2-4 PM | 6/6-7/11 | Summer 2023,Deer Park
Summer 2023,2023-05-25,225.0,Metalsmithing Beginner with Dana Neger Lagos | Thursday 5:30-8:30 PM | 5/25-6/8 | Summer 2023,Huntington
Summer 2023,2023-06-01,345.0,The Painter's Path with David Peikon | 6/1-6/29 | Thursdays 10am-1pm | Summer 2023,Northport
SAA 2023,2023-07-11,1100.0,Summer Pre-College Portfolio Development Program | Session 1: 7/11-7/21,East Williston
Summer 2023,2023-06-08,237.0,Open Studio with Model - Short Poses | Thursday 10:30 am - 1:30 pm | 6/8-7/13 | Summer 2023,Port Washington
SAA 2023,2023-07-11,1100.0,Summer Pre-College Portfolio Development Program | Session 1: 7/11-7/21,Dix Hills
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,Seaford
Summer 2023,2023-06-09,430.0,Art of the Forest: Painting Trees with Shain Bard | Fri 10 am - 1 pm | 6/9-7/14 | Summer 2023,jupiter
Summer 2023,2023-06-06,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 6/6-6/20 | Summer 2023,Dix Hills
Summer 2023,2023-06-08,237.0,Open Studio with Model - Short Poses | Thursday 10:30 am - 1:30 pm | 6/8-7/13 | Summer 2023,Kings Park
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,Nesconset
Summer 2023,2023-06-01,345.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 6/1-6/29 | Summer 2023,Dix Hills
Summer 2023,2023-07-22,360.0,Finding Your Voice with Justin Mullady | Saturdays 9 am - 12 pm | 7/22-8/26 | Summer 2023,Holbrook
Summer 2023,2023-06-06,190.0,Teen Ceramic Handbuilding with Dominic Sparano | Ages 13-17 | Tuesdays 4:00-5:30 pm | 6/6-7/11 | Summer 2023,Lindenhurst
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,Northport
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,East Northport
Summer 2023,2023-08-08,150.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30 PM | 8/8-8/22 | Summer 2023,New Hyde Park
Summer 2023,2023-08-22,95.0,Painting Watercolor Flowers Workshop with Lorraine Rimmelin | Tuesday 8/22  9:30 am - 12:30 pm | Summer 2023,Brightwaters
Summer 2023,2023-06-06,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 6/6-6/20 | Summer 2023,Huntington
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,Dix Hills
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session 2: July 24 - August 4,East Islip
Summer 2023,2023-06-08,430.0,Abstract Painting: Acrylics - with Kevin Larkin | 6/8-7/13 | Summer 2023,East Northport
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,Northport
Summer 2023,2023-06-06,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Tuesdays 6-9pm | 6/6-7/11 | Summer 2023,Northport
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,Dix Hills
Spring 2023,2023-05-20,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/20 | Spring 2023,Greenlawn
Summer 2023,2023-08-22,95.0,Painting Watercolor Flowers Workshop with Lorraine Rimmelin | Tuesday 8/22  9:30 am - 12:30 pm | Summer 2023,Levittown
SAA 2023,2023-07-10,566.0,Summer Art Adventure | Young Artists Ages 8-10 | Session 1: “Boardwalk Impressions” - July 10-14,East Northport
SAA 2023,2023-07-24,566.0,Summer Art Adventure | Young Artists Ages 8-10 | Session 3: “Floating Cities” - July 24-28,East Northport
SAA 2023,2023-07-31,566.0,Summer Art Adventure | Young Artists Ages 8-10 | Session 4: “Furry MAD Mania” - July 31 - August 4,East Northport
SAA 2023,2023-08-07,566.0,Summer Art Adventure | Young Artists Ages 8-10 | Session 5: “Bubblefactory” - August 7-11,East Northport
SAA 2023,2023-07-17,566.0,Summer Art Adventure | Young Artists Ages 8 -10 | Session 2: “Fruity Critters” - July 17-21,East Northport
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,South Salem
Summer 2023,2023-06-08,360.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 6/8-7/6 | Summer 2023,Huntington
Summer 2023,2023-07-08,144.0,Color Theory in Watercolor Workshop with Lorraine Rimmelin | Saturday 7/8 10am - 2pm | Summer 2023,NORTHPORT
Summer 2023,2023-06-06,150.0,Watercolor for Beginners with Liz Fusco | Tues 10am-12pm | 6/6-6/20 | Summer 2023,Amityville
Summer 2023,2023-06-09,280.0,Mixed Media & Independent Study with Carole Jay | Fridays 1-4pm | 6/9-6/30 | Summer 2023,EAST NORTHPORT
SAA 2023,2023-07-10,1021.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session 1: July 10-21,Commack
Summer 2023,2023-06-06,360.0,Handbuilding with Katie Rocks | Tuesdays 10am-1pm | 6/6-7/11 | Summer 2023,Long Beach
Summer 2023,2023-07-12,160.0,Raku Firing Workshop with Justin Mullady | Wednesday 7/12 8:30 am - 5:00 pm | Summer 2023,Long Beach
SAA 2023,2023-07-31,566.0,Summer Art Adventure | Young Artists Ages 6-7 | Session 4: “Furry MAD Mania” - July 31 - August 4,New York
SAA 2023,2023-08-07,566.0,Summer Art Adventure | Young Artists Ages 6-7 | Session 5: “Bubblefactory” - August 7 - 11,New York
SAA 2023,2023-07-24,1021.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session 2: July 24 - August 4,Northport
Summer 2023,2023-06-06,225.0,Beginner Silversmithing with Marla Mencher | Tuesday 9:30-12:30 | 6/6-6/20 | Summer 2023,Medford
Summer 2023,2023-06-01,345.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 6/1-6/29 | Summer 2023,East Islip
Summer 2023,2023-06-06,175.0,Open Studio Long Poses with Donna Harlow Moraff | Tues 1-4pm | 6/6-7/11 | Summer 2023,Holbrook
Summer 2023,2023-07-22,360.0,Finding Your Voice with Justin Mullady | Saturdays 9 am - 12 pm | 7/22-8/26 | Summer 2023,West Babylon
Summer 2023,2023-06-21,175.0,Precious Clay Metal Workshop with Marla Mencher | Wednesday 6/21 | 10 am - 3 pm | Summer 2023,Northport
